transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status
JO-2504-9732-87108,Z Mall,Z Mall Al Bayader,07/02/2025 12:37,0.66,8.96,Sale,Completed
JO-2504-7752-60648,Z Mall,Z Mall Al Jubeiha,07/02/2025 12:34,0.66,8.96,Sale,Completed
JO-2504-2616-31626,Y Mall,Y Mall Dabouq,07/02/2025 12:29,1.15,15.54,Sale,Completed
JO-2504-3498-83497,Y Mall,Y Mall Shmeisani,07/02/2025 12:26,0.66,8.96,Sale,Completed
JO-2504-7473-84260,Y Mall,Y Mall Dabouq,07/02/2025 12:24,0.75,10.01,Sale,Completed
JO-2504-6913-91742,C Mall,C Mall Irbid,07/02/2025 12:07,0.48,6.55,Sale,Completed
JO-2504-3547-49341,Z Mall,Z Mall Al Bayader,07/02/2025 11:49,0.05,0.68,Sale,Completed
JO-2504-7684-82243,Y Mall,Y Mall Tla'a Al-Ali,07/02/2025 11:43,0.66,8.96,Sale,Completed
JO-2504-2085-99286,C Mall,C Mall Irbid,07/02/2025 11:42,0.66,8.96,Sale,Completed
JO-2504-8306-99674,Z Mall,Z Mall Al Bayader,07/02/2025 11:28,0.27,3.72,Sale,Completed
JO-2504-4052-82867,C Mall,C Mall Aqaba,07/02/2025 11:27,0.39,5.25,Sale,Completed
JO-2504-7212-86783,Y Mall,Y Mall Shmeisani,07/02/2025 10:57,0.24,3.27,Sale,Completed
JO-2504-3033-94598,Y Mall,Y Mall Dabouq,07/02/2025 10:44,0.25,3.35,Sale,Completed
JO-2504-9999-91105,Z Mall,Z Mall Al Bayader,07/02/2025 10:43,1.61,21.72,Sale,Completed
JO-2504-9539-66820,Y Mall,Y Mall Dabouq,07/02/2025 10:30,0.36,4.88,Sale,Completed
JO-2504-6714-71477,Z Mall,Z Mall Al Jubeiha,07/02/2025 9:26,1.08,14.68,Sale,Completed
JO-2504-3319-52667,Z Mall,Z Mall Gardens,06/02/2025 19:21,0.12,1.64,Sale,Completed
JO-2504-3288-21186,Z Mall,Z Mall Al Jubeiha,06/02/2025 19:08,0.66,8.96,Sale,Completed
JO-2504-3908-58653,C Mall,C Mall Aqaba,06/02/2025 19:04,1.32,17.91,Sale,Completed
JO-2504-5103-61403,Y Mall,Y Mall Shmeisani,06/02/2025 18:38,0.66,8.96,Sale,Completed
JO-2504-1898-94872,Y Mall,Y Mall Tla'a Al-Ali,06/02/2025 18:26,0.66,8.96,Sale,Completed
JO-2504-7307-68202,Y Mall,Y Mall Dabouq,06/02/2025 18:03,0.16,2.16,Sale,Completed
JO-2504-8111-26706,Z Mall,Z Mall Gardens,06/02/2025 17:43,0.66,8.96,Sale,Completed
JO-2504-1697-83303,C Mall,C Mall Irbid,06/02/2025 17:24,0.44,5.97,Sale,Completed
JO-2504-9278-26121,Z Mall,Z Mall Al Jubeiha,06/02/2025 17:21,0.87,11.96,Sale,Completed
JO-2504-2329-78602,C Mall,C Mall Aqaba,06/02/2025 17:05,0.36,4.77,Sale,Completed
JO-2504-7715-25890,C Mall,C Mall Aqaba,06/02/2025 16:47,0.66,8.96,Sale,Completed
JO-2504-9986-80849,Z Mall,Z Mall Al Jubeiha,06/02/2025 16:46,0.99,13.4,Sale,Completed
JO-2504-2936-58573,Z Mall,Z Mall Gardens,06/02/2025 16:43,0.65,8.79,Sale,Completed
JO-2504-8800-26268,C Mall,C Mall Irbid,06/02/2025 16:40,0.24,3.27,Sale,Completed
JO-2504-8416-23483,Z Mall,Z Mall Gardens,06/02/2025 16:37,1.32,17.91,Sale,Completed
JO-2504-5163-47424,C Mall,C Mall Aqaba,06/02/2025 15:43,0.66,8.96,Sale,Completed
JO-2504-4034-84689,Y Mall,Y Mall Tla'a Al-Ali,06/02/2025 15:31,0.24,3.27,Sale,Completed
JO-2504-1299-77971,Y Mall,Y Mall Dabouq,06/02/2025 15:14,0.94,12.75,Refund,Completed
JO-2504-9217-15868,Z Mall,Z Mall Gardens,06/02/2025 15:09,0.24,3.27,Sale,Completed
JO-2504-5765-63297,Z Mall,Z Mall Gardens,06/02/2025 15:07,0.48,6.55,Sale,Completed
JO-2504-8678-91412,Z Mall,Z Mall Gardens,06/02/2025 15:00,0.33,4.37,Sale,Completed
JO-2504-9901-16250,C Mall,C Mall Amman,06/02/2025 14:51,0.24,3.27,Sale,Completed
JO-2504-4721-44919,C Mall,C Mall Aqaba,06/02/2025 14:45,1.32,17.91,Sale,Completed
JO-2504-6254-84397,C Mall,C Mall Aqaba,06/02/2025 14:29,0.66,8.9,Sale,Completed
JO-2504-5136-26442,C Mall,C Mall Aqaba,06/02/2025 14:17,0.75,10.01,Sale,Completed
JO-2504-5058-65100,Z Mall,Z Mall Al Jubeiha,06/02/2025 14:15,0.24,3.27,Sale,Completed
JO-2504-5650-51590,Y Mall,Y Mall Shmeisani,06/02/2025 14:14,1.15,15.41,Sale,Completed
JO-2504-3293-28346,Y Mall,Y Mall Shmeisani,06/02/2025 14:10,0.48,6.55,Sale,Completed
JO-2504-2309-29469,Z Mall,Z Mall Gardens,06/02/2025 14:04,0.28,3.8,Sale,Completed
JO-2504-6094-26572,Z Mall,Z Mall Al Jubeiha,06/02/2025 13:53,0.24,3.27,Sale,Completed
JO-2504-7392-27830,Z Mall,Z Mall Al Bayader,06/02/2025 13:51,0.48,6.55,Sale,Completed
JO-2504-6702-97359,Z Mall,Z Mall Gardens,06/02/2025 13:29,0.24,3.27,Sale,Completed
JO-2504-7599-93803,Y Mall,Y Mall Shmeisani,06/02/2025 13:26,2.16,29.26,Sale,Completed
JO-2504-4215-33951,C Mall,C Mall Irbid,06/02/2025 13:25,0.42,5.67,Sale,Completed
JO-2504-6838-98363,C Mall,C Mall Irbid,06/02/2025 13:04,0.48,6.55,Sale,Completed
JO-2504-7624-91121,Y Mall,Y Mall Tla'a Al-Ali,06/02/2025 12:40,0.66,8.96,Sale,Completed
JO-2504-3832-58453,Y Mall,Y Mall Dabouq,06/02/2025 12:20,0.24,3.27,Sale,Completed
JO-2504-2837-98927,C Mall,C Mall Aqaba,06/02/2025 12:17,0.11,1.48,Sale,Completed
JO-2504-5285-39444,C Mall,C Mall Aqaba,06/02/2025 12:17,0.66,8.96,Sale,Completed
JO-2504-6829-21116,C Mall,C Mall Aqaba,06/02/2025 12:14,0.24,3.27,Sale,Completed
JO-2504-1549-24818,Z Mall,Z Mall Al Jubeiha,06/02/2025 12:13,1.26,16.98,Sale,Completed
JO-2504-9245-75875,Y Mall,Y Mall Dabouq,06/02/2025 12:12,0.65,8.79,Sale,Completed
JO-2504-8251-81446,C Mall,C Mall Aqaba,06/02/2025 12:10,0.48,6.52,Sale,Completed
JO-2504-7732-55113,C Mall,C Mall Amman,06/02/2025 12:08,0.24,3.27,Sale,Completed
JO-2504-1722-33551,C Mall,C Mall Aqaba,06/02/2025 11:59,1.99,26.88,Sale,Completed
JO-2504-9818-96485,Z Mall,Z Mall Gardens,06/02/2025 11:54,0.48,6.55,Sale,Completed
JO-2504-2658-54711,C Mall,C Mall Amman,06/02/2025 11:40,0.49,6.69,Sale,Completed
JO-2504-3034-33945,C Mall,C Mall Irbid,06/02/2025 11:32,0.66,8.96,Sale,Completed
JO-2504-6151-58449,Y Mall,Y Mall Dabouq,05/02/2025 18:36,0.84,11.45,Sale,Completed
JO-2504-4516-20764,C Mall,C Mall Amman,05/02/2025 18:26,0.34,4.54,Sale,Completed
JO-2504-4104-90914,Z Mall,Z Mall Al Jubeiha,05/02/2025 17:39,1.32,17.91,Sale,Completed
JO-2504-7060-95519,Y Mall,Y Mall Dabouq,05/02/2025 17:26,0.28,3.8,Sale,Completed
JO-2504-2638-38807,Z Mall,Z Mall Al Bayader,05/02/2025 17:19,0.27,3.68,Sale,Completed
JO-2504-8700-38993,Y Mall,Y Mall Dabouq,05/02/2025 16:52,0.24,3.27,Sale,Completed
JO-2504-9433-40670,Y Mall,Y Mall Shmeisani,05/02/2025 16:16,0.66,8.96,Sale,Completed
JO-2504-1529-13932,Z Mall,Z Mall Al Bayader,05/02/2025 16:12,0.24,3.27,Sale,Completed
JO-2504-6938-35844,Y Mall,Y Mall Tla'a Al-Ali,05/02/2025 15:14,0.24,3.27,Sale,Completed
JO-2504-5748-44273,Z Mall,Z Mall Al Bayader,05/02/2025 15:06,0.66,8.96,Sale,Completed
JO-2504-9938-35056,C Mall,C Mall Amman,05/02/2025 15:05,0.66,8.96,Sale,Completed
JO-2504-6612-13865,Z Mall,Z Mall Al Jubeiha,05/02/2025 15:00,0.66,8.96,Sale,Completed
JO-2504-2373-60950,C Mall,C Mall Irbid,05/02/2025 14:31,0.87,11.71,Sale,Completed
JO-2504-9221-43680,C Mall,C Mall Aqaba,05/02/2025 14:23,0.65,8.79,Sale,Completed
JO-2504-7677-65338,C Mall,C Mall Amman,05/02/2025 14:20,1.01,13.61,Sale,Completed
JO-2504-5313-29466,C Mall,C Mall Irbid,05/02/2025 14:15,0.24,3.27,Sale,Completed
JO-2504-5577-71064,Z Mall,Z Mall Al Bayader,05/02/2025 14:07,0.66,8.96,Sale,Completed
JO-2504-9912-76870,Z Mall,Z Mall Gardens,05/02/2025 14:02,0.24,3.27,Sale,Completed
JO-2504-9224-60868,C Mall,C Mall Irbid,05/02/2025 13:41,0.24,3.27,Sale,Completed
JO-2504-1885-45998,C Mall,C Mall Aqaba,05/02/2025 13:41,0.56,7.63,Sale,Completed
JO-2504-4247-57445,Y Mall,Y Mall Shmeisani,05/02/2025 13:34,0.6,8.11,Sale,Completed
JO-2504-2900-25286,C Mall,C Mall Amman,05/02/2025 13:30,0.24,3.27,Sale,Completed
JO-2504-5607-21928,Z Mall,Z Mall Gardens,05/02/2025 13:29,0.05,0.68,Sale,Completed
JO-2504-6355-91543,Z Mall,Z Mall Gardens,05/02/2025 13:05,0.25,3.4,Sale,Completed
JO-2504-9025-93210,Y Mall,Y Mall Dabouq,05/02/2025 13:02,0.77,10.43,Sale,Completed
JO-2504-1121-33487,Z Mall,Z Mall Gardens,05/02/2025 12:56,0.27,3.68,Sale,Completed
JO-2504-1447-72371,Y Mall,Y Mall Dabouq,05/02/2025 12:55,0.66,8.96,Sale,Completed
JO-2504-4940-32289,Z Mall,Z Mall Gardens,05/02/2025 12:51,1.15,15.54,Sale,Completed
JO-2504-3084-62632,C Mall,C Mall Aqaba,05/02/2025 12:48,0.66,8.96,Sale,Completed
JO-2504-4823-58399,Y Mall,Y Mall Tla'a Al-Ali,05/02/2025 12:42,0.36,4.88,Sale,Completed
JO-2504-4944-83031,Z Mall,Z Mall Gardens,05/02/2025 12:29,0.66,8.96,Sale,Completed
JO-2504-5540-73995,Z Mall,Z Mall Gardens,05/02/2025 12:17,0.61,8.28,Sale,Completed
JO-2504-6504-11656,C Mall,C Mall Aqaba,05/02/2025 12:13,0.24,3.27,Sale,Completed
JO-2504-1326-42825,Z Mall,Z Mall Gardens,05/02/2025 12:08,0.24,3.27,Sale,Completed
JO-2504-8599-44642,Y Mall,Y Mall Shmeisani,05/02/2025 12:07,0.77,10.36,Sale,Completed
JO-2504-2529-83281,Y Mall,Y Mall Tla'a Al-Ali,05/02/2025 12:06,0.35,4.75,Sale,Completed
JO-2504-8006-59306,C Mall,C Mall Amman,05/02/2025 11:54,0.66,8.96,Sale,Completed
JO-2504-5254-46938,Y Mall,Y Mall Shmeisani,05/02/2025 11:54,0.24,3.27,Sale,Completed
JO-2504-9543-46263,Z Mall,Z Mall Al Jubeiha,05/02/2025 11:48,0.48,6.43,Sale,Completed
JO-2504-3904-86361,Y Mall,Y Mall Shmeisani,05/02/2025 11:47,0.7,9.52,Sale,Completed
JO-2504-1426-87508,Y Mall,Y Mall Shmeisani,05/02/2025 11:42,0.66,8.96,Sale,Completed
JO-2504-4762-96186,C Mall,C Mall Irbid,05/02/2025 11:21,1.32,17.86,Sale,Completed
JO-2504-3515-52672,Y Mall,Y Mall Dabouq,05/02/2025 10:57,0.39,5.31,Sale,Completed
JO-2504-9239-25473,Y Mall,Y Mall Dabouq,05/02/2025 10:21,1.85,25.04,Sale,Completed
JO-2504-9954-50913,Y Mall,Y Mall Tla'a Al-Ali,05/02/2025 10:20,0.61,8.22,Sale,Completed
JO-2504-7795-35370,C Mall,C Mall Irbid,05/02/2025 10:00,0.66,8.96,Sale,Completed
JO-2504-1383-28024,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 19:19,0.66,8.96,Sale,Completed
JO-2504-5372-23535,C Mall,C Mall Aqaba,04/02/2025 18:23,0.66,8.96,Sale,Completed
JO-2504-1890-49489,C Mall,C Mall Amman,04/02/2025 18:07,0.24,3.27,Sale,Completed
JO-2504-2282-93824,Z Mall,Z Mall Gardens,04/02/2025 18:06,0.36,4.77,Sale,Completed
JO-2504-8479-91282,C Mall,C Mall Amman,04/02/2025 16:38,0.24,3.27,Sale,Completed
JO-2504-1416-14214,Z Mall,Z Mall Al Bayader,04/02/2025 16:21,0.41,5.56,Sale,Completed
JO-2504-8468-49362,Z Mall,Z Mall Gardens,04/02/2025 16:11,0.47,6.4,Sale,Completed
JO-2504-7103-97702,C Mall,C Mall Amman,04/02/2025 16:02,0.66,8.96,Sale,Completed
JO-2504-8135-59625,Z Mall,Z Mall Gardens,04/02/2025 16:00,0.27,3.65,Sale,Completed
JO-2504-4888-72194,Z Mall,Z Mall Al Jubeiha,04/02/2025 15:59,0.05,0.68,Sale,Completed
JO-2504-9487-67233,Z Mall,Z Mall Gardens,04/02/2025 15:33,0.45,6.02,Sale,Completed
JO-2504-2718-93596,C Mall,C Mall Aqaba,04/02/2025 15:31,0.66,8.96,Sale,Completed
JO-2504-2087-70370,C Mall,C Mall Irbid,04/02/2025 15:24,1.45,19.67,Sale,Completed
JO-2504-3274-98441,Z Mall,Z Mall Al Jubeiha,04/02/2025 15:08,0.66,8.96,Sale,Completed
JO-2504-1217-39498,Z Mall,Z Mall Al Bayader,04/02/2025 15:03,0.24,3.27,Sale,Completed
JO-2504-9695-32986,C Mall,C Mall Amman,04/02/2025 15:02,0.24,3.27,Sale,Completed
JO-2504-6604-82966,C Mall,C Mall Aqaba,04/02/2025 14:59,0.24,3.27,Sale,Completed
JO-2504-2714-72369,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 14:47,1.32,17.91,Sale,Completed
JO-2504-8520-45760,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 14:32,0.15,2.04,Sale,Completed
JO-2504-2266-89795,Y Mall,Y Mall Shmeisani,04/02/2025 14:31,0.24,3.27,Sale,Completed
JO-2504-7683-47211,C Mall,C Mall Irbid,04/02/2025 14:18,0.48,6.55,Sale,Completed
JO-2504-2422-34950,C Mall,C Mall Aqaba,04/02/2025 14:12,1.99,26.88,Sale,Completed
JO-2504-7419-89339,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 14:11,0.24,3.27,Sale,Completed
JO-2504-6979-69086,Z Mall,Z Mall Al Jubeiha,04/02/2025 14:06,0.24,3.27,Sale,Completed
JO-2504-7740-44977,Z Mall,Z Mall Al Jubeiha,04/02/2025 14:06,0.24,3.27,Sale,Completed
JO-2504-5966-68604,C Mall,C Mall Amman,04/02/2025 14:05,0.24,3.27,Sale,Completed
JO-2504-9508-19650,C Mall,C Mall Aqaba,04/02/2025 13:46,0.24,3.27,Sale,Completed
JO-2504-6805-51035,Z Mall,Z Mall Gardens,04/02/2025 13:45,1.49,20.1,Sale,Completed
JO-2504-7630-60156,Z Mall,Z Mall Al Bayader,04/02/2025 13:34,0.48,6.55,Sale,Completed
JO-2504-4368-45734,C Mall,C Mall Irbid,04/02/2025 13:33,0.28,3.8,Sale,Completed
JO-2504-5269-35094,C Mall,C Mall Irbid,04/02/2025 13:32,1.2,16.22,Sale,Completed
JO-2504-9551-13771,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 13:28,0.32,4.21,Sale,Completed
JO-2504-9438-43907,Y Mall,Y Mall Shmeisani,04/02/2025 13:09,0.66,8.96,Sale,Completed
JO-2504-8818-72647,Y Mall,Y Mall Dabouq,04/02/2025 13:09,1.08,14.63,Sale,Completed
JO-2504-5983-57328,C Mall,C Mall Amman,04/02/2025 13:05,0.24,3.27,Sale,Completed
JO-2504-8955-99361,C Mall,C Mall Irbid,04/02/2025 13:03,0.48,6.57,Sale,Completed
JO-2504-7741-46927,C Mall,C Mall Amman,04/02/2025 13:02,1.21,16.38,Sale,Completed
JO-2504-4581-81285,Y Mall,Y Mall Shmeisani,04/02/2025 12:31,0.24,3.27,Sale,Completed
JO-2504-6829-19306,Z Mall,Z Mall Gardens,04/02/2025 12:27,0.83,11.23,Sale,Completed
JO-2504-3569-60942,Z Mall,Z Mall Al Bayader,04/02/2025 12:25,0.93,12.64,Sale,Completed
JO-2504-1816-30837,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 12:20,0.24,3.27,Sale,Completed
JO-2504-9744-55770,C Mall,C Mall Aqaba,04/02/2025 12:10,0.24,3.27,Sale,Completed
JO-2504-8391-93892,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 12:09,0.24,3.23,Sale,Completed
JO-2504-3988-50513,Y Mall,Y Mall Shmeisani,04/02/2025 12:04,0.09,1.13,Sale,Completed
JO-2504-5198-86776,Y Mall,Y Mall Shmeisani,04/02/2025 12:03,0.12,1.56,Sale,Completed
JO-2504-2552-15415,Z Mall,Z Mall Al Bayader,04/02/2025 12:03,0.24,3.27,Sale,Completed
JO-2504-9875-73296,Y Mall,Y Mall Tla'a Al-Ali,04/02/2025 11:53,0.48,6.55,Sale,Completed
JO-2504-5971-76018,C Mall,C Mall Aqaba,04/02/2025 11:45,0.24,3.27,Sale,Completed
JO-2504-9763-36474,C Mall,C Mall Aqaba,04/02/2025 10:19,0.78,10.44,Sale,Completed
JO-2504-4499-25987,Y Mall,Y Mall Shmeisani,04/02/2025 10:11,0.24,3.27,Sale,Completed
JO-2504-4634-34118,C Mall,C Mall Aqaba,04/02/2025 9:47,0.47,6.4,Sale,Completed
JO-2504-5523-20268,Y Mall,Y Mall Shmeisani,03/02/2025 18:52,1.32,17.91,Sale,Completed
JO-2504-2925-44992,Y Mall,Y Mall Dabouq,03/02/2025 18:40,0.87,11.79,Sale,Completed
JO-2504-2970-81104,Z Mall,Z Mall Al Bayader,03/02/2025 17:29,0.44,5.97,Sale,Completed
JO-2504-9004-57421,Z Mall,Z Mall Al Jubeiha,03/02/2025 17:28,1.99,26.88,Sale,Completed
JO-2504-3469-72778,Z Mall,Z Mall Gardens,03/02/2025 16:46,0.72,9.75,Sale,Completed
JO-2504-7548-81295,C Mall,C Mall Aqaba,03/02/2025 16:37,0.66,8.96,Sale,Completed
JO-2504-3520-91816,C Mall,C Mall Amman,03/02/2025 15:45,1.02,13.67,Sale,Completed
JO-2504-9126-57129,C Mall,C Mall Aqaba,03/02/2025 15:43,0.93,12.59,Sale,Completed
JO-2504-2942-12196,C Mall,C Mall Irbid,03/02/2025 15:37,0.24,3.27,Sale,Completed
JO-2504-4874-42818,C Mall,C Mall Amman,03/02/2025 15:35,0.66,8.96,Sale,Completed
JO-2504-3128-94998,C Mall,C Mall Aqaba,03/02/2025 15:32,0.66,8.96,Sale,Completed
JO-2504-7430-51099,Y Mall,Y Mall Tla'a Al-Ali,03/02/2025 15:24,0.37,4.91,Sale,Completed
JO-2504-8310-90212,Y Mall,Y Mall Tla'a Al-Ali,03/02/2025 14:50,0.99,13.38,Sale,Completed
JO-2504-3549-56011,Y Mall,Y Mall Tla'a Al-Ali,03/02/2025 14:31,0.28,3.8,Sale,Completed
JO-2504-2617-62196,C Mall,C Mall Aqaba,03/02/2025 14:05,0.24,3.27,Sale,Completed
JO-2504-2374-23020,Y Mall,Y Mall Shmeisani,03/02/2025 13:53,0.44,5.97,Sale,Completed
JO-2504-4938-15332,Z Mall,Z Mall Gardens,03/02/2025 13:20,0.24,3.27,Sale,Completed
JO-2504-7578-43455,Z Mall,Z Mall Al Bayader,03/02/2025 13:19,0.24,3.27,Sale,Completed
JO-2504-7516-39450,Z Mall,Z Mall Al Jubeiha,03/02/2025 13:13,0.48,6.55,Sale,Completed
JO-2504-9499-17445,Z Mall,Z Mall Al Jubeiha,03/02/2025 12:25,0.42,5.72,Sale,Completed
JO-2504-8326-36863,Z Mall,Z Mall Gardens,03/02/2025 12:18,0.75,10.13,Sale,Completed
JO-2504-5022-99291,Y Mall,Y Mall Tla'a Al-Ali,03/02/2025 11:59,0.24,3.27,Sale,Completed
JO-2504-4186-88693,C Mall,C Mall Irbid,03/02/2025 11:46,0.24,3.27,Sale,Completed
JO-2504-7107-84397,C Mall,C Mall Amman,03/02/2025 11:38,0.28,3.8,Sale,Completed
JO-2504-5260-72447,Y Mall,Y Mall Tla'a Al-Ali,03/02/2025 11:26,0.7,9.47,Sale,Completed
JO-2504-2193-84482,Z Mall,Z Mall Gardens,03/02/2025 10:28,0.74,9.88,Sale,Completed
JO-2504-1324-68100,Y Mall,Y Mall Tla'a Al-Ali,03/02/2025 10:25,0.48,6.55,Sale,Completed
JO-2504-1513-91445,Z Mall,Z Mall Al Bayader,03/02/2025 10:22,0.28,3.8,Sale,Completed
JO-2504-3498-47129,Y Mall,Y Mall Dabouq,03/02/2025 10:20,0.66,8.96,Refund,Completed
JO-2504-4978-73489,C Mall,C Mall Aqaba,03/02/2025 10:16,0.44,5.97,Sale,Completed
JO-2504-9574-45402,C Mall,C Mall Amman,03/02/2025 10:01,0.24,3.27,Sale,Completed
JO-2504-4072-22640,C Mall,C Mall Aqaba,03/02/2025 9:51,0.33,4.45,Sale,Completed
JO-2504-1484-70921,Y Mall,Y Mall Dabouq,03/02/2025 9:23,2.47,33.32,Sale,Completed
JO-2504-8802-10245,C Mall,C Mall Irbid,02/02/2025 19:11,0.33,4.43,Sale,Completed
JO-2504-4629-96860,C Mall,C Mall Irbid,02/02/2025 19:09,1.28,17.26,Sale,Completed
JO-2504-4428-74042,Z Mall,Z Mall Al Bayader,02/02/2025 19:06,1.13,15.41,Sale,Completed
JO-2504-8102-30682,Z Mall,Z Mall Gardens,02/02/2025 19:00,0.44,5.97,Sale,Completed
JO-2504-6031-56189,Z Mall,Z Mall Al Bayader,02/02/2025 18:57,0.41,5.5,Sale,Completed
JO-2504-3273-77486,Z Mall,Z Mall Gardens,02/02/2025 18:57,0.71,9.74,Sale,Completed
JO-2504-5175-59428,Y Mall,Y Mall Dabouq,02/02/2025 18:56,0.46,6.24,Sale,Completed
JO-2504-4644-75481,C Mall,C Mall Aqaba,02/02/2025 16:17,0.28,3.8,Sale,Completed
JO-2504-4368-29020,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 16:09,0.24,3.27,Sale,Completed
JO-2504-2921-28810,C Mall,C Mall Irbid,02/02/2025 15:59,0.36,4.77,Sale,Completed
JO-2504-9695-23403,Z Mall,Z Mall Al Jubeiha,02/02/2025 15:39,0.15,2.04,Sale,Completed
JO-2504-7831-97283,Y Mall,Y Mall Shmeisani,02/02/2025 15:27,1.87,25.23,Sale,Completed
JO-2504-1580-57028,C Mall,C Mall Irbid,02/02/2025 15:19,0.06,0.8,Sale,Completed
JO-2504-2080-18649,Z Mall,Z Mall Gardens,02/02/2025 15:02,0.44,5.97,Sale,Completed
JO-2504-9547-69908,Z Mall,Z Mall Gardens,02/02/2025 14:44,0.58,7.8,Sale,Completed
JO-2504-7045-91707,C Mall,C Mall Aqaba,02/02/2025 14:36,0.96,13.02,Sale,Completed
JO-2504-4311-89012,C Mall,C Mall Irbid,02/02/2025 14:35,0.72,9.79,Sale,Completed
JO-2504-2052-45224,Z Mall,Z Mall Al Bayader,02/02/2025 14:17,6.33,85.52,Sale,Completed
JO-2504-5678-43753,Y Mall,Y Mall Dabouq,02/02/2025 14:12,0.24,3.27,Sale,Completed
JO-2504-2469-27811,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 14:11,0.27,3.65,Sale,Completed
JO-2504-9473-89813,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 14:07,0.24,3.27,Sale,Completed
JO-2504-3730-42892,Y Mall,Y Mall Dabouq,02/02/2025 13:53,0.47,6.4,Sale,Completed
JO-2504-8925-55208,C Mall,C Mall Irbid,02/02/2025 13:50,0.06,0.8,Sale,Completed
JO-2504-7128-97149,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 13:42,0.72,9.75,Sale,Completed
JO-2504-4134-36909,Y Mall,Y Mall Dabouq,02/02/2025 13:37,0.51,7.02,Sale,Completed
JO-2504-8714-44292,Z Mall,Z Mall Gardens,02/02/2025 13:23,0.24,3.27,Sale,Completed
JO-2504-9618-65324,C Mall,C Mall Irbid,02/02/2025 13:20,0.66,8.96,Sale,Completed
JO-2504-4752-59212,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 13:19,0.24,3.27,Sale,Completed
JO-2504-6534-11474,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 13:19,0.24,3.27,Sale,Completed
JO-2504-4530-72934,C Mall,C Mall Irbid,02/02/2025 13:14,0.24,3.27,Sale,Completed
JO-2504-9329-93583,Z Mall,Z Mall Gardens,02/02/2025 13:06,0.36,4.77,Sale,Completed
JO-2504-5817-63158,Y Mall,Y Mall Shmeisani,02/02/2025 12:53,0.66,8.96,Sale,Completed
JO-2504-1258-38306,Z Mall,Z Mall Gardens,02/02/2025 12:32,0.28,3.8,Sale,Completed
JO-2504-5479-17889,Y Mall,Y Mall Tla'a Al-Ali,02/02/2025 12:03,0.24,3.27,Sale,Completed
JO-2504-8487-64954,Y Mall,Y Mall Shmeisani,02/02/2025 11:56,0.81,11,Sale,Completed
JO-2504-5847-85381,C Mall,C Mall Irbid,02/02/2025 11:48,0.66,8.96,Sale,Completed
JO-2504-7542-25176,C Mall,C Mall Irbid,02/02/2025 11:35,0.39,5.31,Sale,Completed
JO-2504-9998-37393,C Mall,C Mall Amman,02/02/2025 11:13,1.76,23.88,Sale,Completed
JO-2504-1697-52346,Y Mall,Y Mall Shmeisani,02/02/2025 10:47,0.65,8.79,Sale,Completed
JO-2504-5378-35790,Y Mall,Y Mall Shmeisani,02/02/2025 10:45,0.28,3.8,Sale,Completed
JO-2504-9643-12737,C Mall,C Mall Amman,02/02/2025 10:40,0.42,5.72,Sale,Completed
JO-2504-3033-46421,Z Mall,Z Mall Al Bayader,01/02/2025 19:32,0.66,8.96,Sale,Completed
JO-2504-6604-50532,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 18:59,0.66,8.96,Sale,Completed
JO-2504-9970-65148,Z Mall,Z Mall Gardens,01/02/2025 18:47,0.25,3.4,Sale,Completed
JO-2504-2658-57546,Y Mall,Y Mall Shmeisani,01/02/2025 18:43,0.1,1.36,Sale,Completed
JO-2504-9483-23326,C Mall,C Mall Aqaba,01/02/2025 18:15,1.46,19.7,Sale,Completed
JO-2504-2238-70374,Z Mall,Z Mall Gardens,01/02/2025 17:37,0.75,10.15,Sale,Completed
JO-2504-8102-81959,Y Mall,Y Mall Shmeisani,01/02/2025 17:37,1.97,26.7,Sale,Completed
JO-2504-4662-57767,C Mall,C Mall Irbid,01/02/2025 17:29,0.74,9.93,Sale,Completed
JO-2504-2240-19740,Y Mall,Y Mall Shmeisani,01/02/2025 17:19,0.66,8.96,Sale,Completed
JO-2504-1131-51088,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 16:58,0.5,6.85,Sale,Completed
JO-2504-5806-46428,Z Mall,Z Mall Al Bayader,01/02/2025 16:08,0.06,0.8,Sale,Completed
JO-2504-4565-19724,Y Mall,Y Mall Tla'a Al-Ali,01/02/2025 16:01,0.71,9.64,Sale,Completed
JO-2504-4091-41272,C Mall,C Mall Irbid,01/02/2025 16:00,1.41,19.05,Sale,Completed
